,billing_entity,model,set_no,train_mape,val_mape,test_mape,test_actual,test_predicted,one_month,third_month,two_month
1099,Central Valley Network Clinics,SARIMA,1,8.13,8.26,8.6,[7167033.68 6798078.26 7298027.02],"[7009284.697507563, 6181740.805925824, 6237700.012056178]",2.2,14.53,9.07
1100,Central Valley Network Clinics,SARIMA,2,7.81,10.12,9.24,[6798078.26 7298027.02 7093871.14],"[6282041.562299976, 6472696.249348031, 6468312.386002444]",7.59,8.82,11.31
1101,Central Valley Network Clinics,SARIMA,3,7.13,15.67,1.39,[7298027.02 7093871.14 7013743.8 ],"[7147595.726315116, 7026607.862254435, 7095106.765852178]",2.06,1.16,0.95
1102,Central Valley Network Clinics,SARIMA,4,7.31,9.07,7.54,[7093871.14 7013743.8  6570483.24],"[7370978.101444138, 7440608.877394388, 7399521.292987731]",3.91,12.62,6.09
1103,Central Valley Network Clinics,SARIMA,5,6.49,3.29,7.44,[7013743.8  6570483.24 6950974.75],"[6371888.444863582, 6291717.792820875, 6330886.617932115]",9.15,8.92,4.24
1104,Central Valley Network Clinics,SARIMA,6,7.26,3.7,4.91,[6570483.24 6950974.75 7526376.66],"[7031051.385721373, 7042986.97529598, 7043939.18689203]",7.01,6.41,1.32
1105,Central Valley Network Clinics,SARIMA,7,8,3.34,3.31,[6950974.75 7526376.66 6973724.89],"[6955976.740357226, 6914729.543055018, 6852983.99406901]",0.07,1.73,8.13
1106,Central Valley Network Clinics,SARIMA,8,7.77,4.1,9.31,[7526376.66 6973724.89 8062449.32],"[6782836.707341261, 6774492.461924717, 6838295.346940054]",9.88,15.18,2.86
1107,Central Valley Network Clinics,SARIMA,9,7.61,4.99,5.86,[6973724.89 8062449.32 6754722.76],"[7139799.373620577, 7397774.835870797, 7224872.872536227]",2.38,6.96,8.24
1108,Central Valley Network Clinics,SARIMA,10,7.12,4.26,8.93,[8062449.32 6754722.76 6415245.84],"[7368805.2240680335, 7098811.285444493, 7256118.285219145]",8.6,13.11,5.09
1109,Central Valley Network Clinics,SARIMA,11,7.26,9.61,11.69,[6754722.76 6415245.84 7176268.32],"[7469603.155922386, 7666105.980533685, 7534108.874520609]",10.58,4.99,19.5
1110,Central Valley Network Clinics,SARIMA,12,6.99,5.13,14.79,[6415245.84 7176268.32 7353318.79],"[7947849.513291028, 6623686.845939678, 8293532.390308698]",23.89,12.79,7.7
1111,Central Valley Network Clinics,SARIMAX,1,10.87,11.11,11.72,[7167033.68 6798078.26 7298027.02],"[7842105.99704133, 7661313.938670075, 8249876.539866728]",9.42,13.04,12.7
1112,Central Valley Network Clinics,SARIMAX,2,10.7,10.91,10.81,[6798078.26 7298027.02 7093871.14],"[7882675.506206858, 8286885.947357783, 6885453.63221892]",15.95,2.94,13.55
1113,Central Valley Network Clinics,SARIMAX,3,9.87,14.14,10.06,[7298027.02 7093871.14 7013743.8 ],"[8637321.483902683, 6640875.339343802, 6631281.76727617]",18.35,5.45,6.39
1114,Central Valley Network Clinics,SARIMAX,4,9.78,12.27,11.31,[7093871.14 7013743.8  6570483.24],"[7848119.3530283775, 7144572.036397612, 7978902.371121536]",10.63,21.44,1.87
1115,Central Valley Network Clinics,SARIMAX,5,8.57,13.89,13.2,[7013743.8  6570483.24 6950974.75],"[5563560.65355648, 7146445.291040015, 6245300.149020672]",20.68,10.15,8.77
1116,Central Valley Network Clinics,SARIMAX,6,7.17,13.13,5.12,[6570483.24 6950974.75 7526376.66],"[6383709.197806272, 7111223.849887478, 6758258.4835658055]",2.84,10.21,2.31
1117,Central Valley Network Clinics,SARIMAX,7,16.61,8.03,8.54,[6950974.75 7526376.66 6973724.89],"[5468576.429111372, 7790420.791029873, 6919991.992992197]",21.33,0.77,3.51
1118,Central Valley Network Clinics,SARIMAX,8,19.86,24.9,17.17,[7526376.66 6973724.89 8062449.32],"[6850623.797984203, 6629604.138069176, 11094039.544471022]",8.98,37.6,4.93
1119,Central Valley Network Clinics,SARIMAX,9,19.56,21.07,37.27,[6973724.89 8062449.32 6754722.76],"[6104079.487975994, 12978451.106649186, 9346774.45523444]",12.47,38.37,60.97
1120,Central Valley Network Clinics,SARIMAX,10,22.42,21.7,28.3,[8062449.32 6754722.76 6415245.84],"[10905938.545037432, 9555919.964505987, 5891755.005921516]",35.27,8.16,41.47
1121,Central Valley Network Clinics,SARIMAX,11,22.15,17.26,30.72,[6754722.76 6415245.84 7176268.32],"[9921681.0377379, 5630722.721662501, 9548025.346993705]",46.89,33.05,12.23
1122,Central Valley Network Clinics,SARIMAX,12,10.85,9.55,16.56,[6415245.84 7176268.32 7353318.79],"[7368358.239368357, 7498007.788128054, 5123364.228508713]",14.86,30.33,4.48
1123,Central Valley Network Clinics,TBATS,1,11.8,12.88,6.91,[7167033.68 6798078.26 7298027.02],"[8021285.498088203, 7352574.1803390905, 7345747.725342357]",11.92,0.65,8.16
1124,Central Valley Network Clinics,TBATS,2,11.7,12.76,7.76,[6798078.26 7298027.02 7093871.14],"[7600947.708607179, 7605056.697406822, 7609165.686206465]",11.81,7.26,4.21
1125,Central Valley Network Clinics,TBATS,3,11.85,14.19,5.93,[7298027.02 7093871.14 7013743.8 ],"[7586418.185351763, 7556574.831846397, 7526731.478341032]",3.95,7.31,6.52
1126,Central Valley Network Clinics,TBATS,4,11.59,4.96,9.74,[7093871.14 7013743.8  6570483.24],"[7537419.02683846, 7555250.437079355, 7573081.847320251]",6.25,15.26,7.72
1127,Central Valley Network Clinics,TBATS,5,11.32,11.28,15.16,[7013743.8  6570483.24 6950974.75],"[7876317.08569358, 7876317.08569358, 7876317.08569358]",12.3,13.31,19.87
1128,Central Valley Network Clinics,TBATS,6,8.85,3.91,5.2,[6570483.24 6950974.75 7526376.66],"[6801618.418156728, 6793934.885749673, 6787216.326889083]",3.52,9.82,2.26
1129,Central Valley Network Clinics,TBATS,7,10.97,6.84,3.91,[6950974.75 7526376.66 6973724.89],"[7236121.316973552, 7236121.316973552, 7236121.316973552]",4.1,3.76,3.86
1130,Central Valley Network Clinics,TBATS,8,17.01,4.89,5.85,[7526376.66 6973724.89 8062449.32],"[7243219.391474553, 7271341.242009503, 7294997.673764805]",3.76,9.52,4.27
1131,Central Valley Network Clinics,TBATS,9,15.6,5.62,7.23,[6973724.89 8062449.32 6754722.76],"[6675075.6268549645, 6769433.229919556, 6848046.815000904]",4.28,1.38,16.04
1132,Central Valley Network Clinics,TBATS,10,14.05,4.7,9.81,[8062449.32 6754722.76 6415245.84],"[7388497.886283934, 7307542.212813392, 7242777.674020122]",8.36,12.9,8.18
1133,Central Valley Network Clinics,TBATS,11,15.54,6.12,5.76,[6754722.76 6415245.84 7176268.32],"[7067458.566991215, 6966924.83083872, 6886497.8419160815]",4.63,4.04,8.6
1134,Central Valley Network Clinics,TBATS,12,14.63,6.61,7.53,[6415245.84 7176268.32 7353318.79],"[6459740.538446341, 6466156.812437897, 6471289.831631149]",0.69,11.99,9.9
1135,Central Valley Network Clinics,VARMAX,1,14.72,9.84,20.82,[7167033.68 6798078.26 7298027.02],"[9702953.66384243, 7574430.211924712, 6154997.900322743]",35.38,15.66,11.42
1136,Central Valley Network Clinics,VARMAX,2,14.52,18.7,19.65,[6798078.26 7298027.02 7093871.14],"[8100702.630216948, 6215253.6685367115, 8863063.585821874]",19.16,24.94,14.84
1137,Central Valley Network Clinics,VARMAX,3,14.48,16.88,14.24,[7298027.02 7093871.14 7013743.8 ],"[6766203.688055542, 8518566.890742576, 8089627.650872022]",7.29,15.34,20.08
1138,Central Valley Network Clinics,VARMAX,4,14.62,20.39,3.24,[7093871.14 7013743.8  6570483.24],"[7323920.79041367, 7192609.938334917, 6827992.511835247]",3.24,3.92,2.55
1139,Central Valley Network Clinics,VARMAX,5,14.6,5.74,4.44,[7013743.8  6570483.24 6950974.75],"[7096527.026121486, 6509669.301577106, 7731201.969117035]",1.18,11.22,0.93
1140,Central Valley Network Clinics,VARMAX,6,12.22,8.41,8,[6570483.24 6950974.75 7526376.66],"[6873227.085046149, 6276883.723679577, 6797423.331151515]",4.61,9.69,9.7
1141,Central Valley Network Clinics,VARMAX,7,26.24,18.36,52.81,[6950974.75 7526376.66 6973724.89],"[1817192.8581642422, 3849861.880122321, 4482445.858576603]",73.86,35.72,48.85
1142,Central Valley Network Clinics,VARMAX,8,28.49,23.71,23.96,[7526376.66 6973724.89 8062449.32],"[3124420.1191514824, 7774637.0312879905, 8216397.789119512]",58.49,1.91,11.48
1143,Central Valley Network Clinics,VARMAX,9,27.23,39.49,10.15,[6973724.89 8062449.32 6754722.76],"[6780005.35707631, 7984250.2432042435, 8558143.672894252]",2.78,26.7,0.97
1144,Central Valley Network Clinics,VARMAX,10,27.58,25.85,28.77,[8062449.32 6754722.76 6415245.84],"[7034323.017710949, 10535129.422240654, 5286228.0117112]",12.75,17.6,55.97
1145,Central Valley Network Clinics,VARMAX,11,28.03,9.3,46.92,[6754722.76 6415245.84 7176268.32],"[10153940.28266604, 3649994.885943108, 10573364.988091389]",50.32,47.34,43.1
1146,Central Valley Network Clinics,VARMAX,12,22.91,1.65,22.16,[6415245.84 7176268.32 7353318.79],"[9153999.282511238, 7169086.604894851, 9095608.073527688]",42.69,23.69,0.1
1147,Central Valley Network Clinics,VARMA,1,15.51,13.83,10.82,[7167033.68 6798078.26 7298027.02],"[8522788.194082584, 6289483.09763218, 7739499.542520989]",18.92,6.05,7.48
1148,Central Valley Network Clinics,VARMA,2,15.45,15.07,5.49,[6798078.26 7298027.02 7093871.14],"[7285630.613267164, 7463570.70190039, 7591598.497895927]",7.17,7.02,2.27
1149,Central Valley Network Clinics,VARMA,3,15.26,19.19,4.59,[7298027.02 7093871.14 7013743.8 ],"[7646925.608815723, 7303842.920210457, 7436843.573387933]",4.78,6.03,2.96
1150,Central Valley Network Clinics,VARMA,4,14.8,13.64,8.39,[7093871.14 7013743.8  6570483.24],"[7483765.961610294, 7434012.6142820865, 7468833.192273605]",5.5,13.67,5.99
1151,Central Valley Network Clinics,VARMA,5,15.28,6.41,6.3,[7013743.8  6570483.24 6950974.75],"[7345382.615595178, 7032294.088105384, 7447422.163794233]",4.73,7.14,7.03
1152,Central Valley Network Clinics,VARMA,6,12.51,6.62,8.78,[6570483.24 6950974.75 7526376.66],"[6215242.825468226, 6473970.843715009, 6468297.251126996]",5.41,14.06,6.86
1153,Central Valley Network Clinics,VARMA,7,25.92,5.83,35.37,[6950974.75 7526376.66 6973724.89],"[2575824.714962886, 5351299.225565031, 5978268.011163011]",62.94,14.27,28.9
1154,Central Valley Network Clinics,VARMA,8,24.86,17.53,21.87,[7526376.66 6973724.89 8062449.32],"[3718866.5794640905, 7492154.677608506, 7450584.773654309]",50.59,7.59,7.43
1155,Central Valley Network Clinics,VARMA,9,25.01,10.71,10.24,[6973724.89 8062449.32 6754722.76],"[7345388.136697893, 7347259.483171497, 7871206.148980944]",5.33,16.53,8.87
1156,Central Valley Network Clinics,VARMA,10,25.85,19.36,27.67,[8062449.32 6754722.76 6415245.84],"[4220062.62790189, 8695041.955343587, 6839940.932932951]",47.66,6.62,28.73
1157,Central Valley Network Clinics,VARMA,11,25.01,9.87,31.7,[6754722.76 6415245.84 7176268.32],"[8309654.860768378, 10227760.838369466, 6267423.003442217]",23.02,12.66,59.43
1158,Central Valley Network Clinics,VARMA,12,18.61,2.43,39.38,[6415245.84 7176268.32 7353318.79],"[10180296.405281363, 4355012.130916535, 8834856.695115792]",58.69,20.15,39.31
1159,Central Valley Network Clinics,Holt Winter's,1,12.46,8.86,4.63,[7167033.68 6798078.26 7298027.02],"[6803951.106410163, 6753303.969648476, 6702656.832886789]",5.07,8.16,0.66
1160,Central Valley Network Clinics,Holt Winter's,2,11.55,5.35,3.58,[6798078.26 7298027.02 7093871.14],"[6905732.995744802, 6763636.033883244, 6963950.415854265]",1.58,1.83,7.32
1161,Central Valley Network Clinics,Holt Winter's,3,12.26,6.11,7.16,[7298027.02 7093871.14 7013743.8 ],"[6682166.305310532, 6623090.49489454, 6564014.684478549]",8.44,6.41,6.64
1162,Central Valley Network Clinics,Holt Winter's,4,11.6,8.04,10.7,[7093871.14 7013743.8  6570483.24],"[7621536.369484512, 7621536.369484512, 7621536.369484512]",7.44,16,8.67
1163,Central Valley Network Clinics,Holt Winter's,5,11.3,8.64,10.8,[7013743.8  6570483.24 6950974.75],"[7577884.858247054, 7577884.858247054, 7577884.858247054]",8.04,9.02,15.33
1164,Central Valley Network Clinics,Holt Winter's,6,10.94,2.01,0.98,[6570483.24 6950974.75 7526376.66],"[6694127.424890703, 6913995.080929814, 7485868.133648707]",1.88,0.54,0.53
1165,Central Valley Network Clinics,Holt Winter's,7,8.18,7.1,4.28,[6950974.75 7526376.66 6973724.89],"[7319675.76407108, 7309292.222984275, 7298927.293527027]",5.3,4.66,2.88
1166,Central Valley Network Clinics,Holt Winter's,8,11.89,16.13,5.57,[7526376.66 6973724.89 8062449.32],"[7662416.839505158, 7656836.557127449, 7651256.274749741]",1.81,5.1,9.8
1167,Central Valley Network Clinics,Holt Winter's,9,12,12.49,9.02,[6973724.89 8062449.32 6754722.76],"[7671937.030595282, 7903917.40578486, 7772811.974856126]",10.01,15.07,1.97
1168,Central Valley Network Clinics,Holt Winter's,10,15.11,5.45,11.96,[8062449.32 6754722.76 6415245.84],"[7553768.070076665, 7553768.070076665, 7553768.070076665]",6.31,17.75,11.83
1169,Central Valley Network Clinics,Holt Winter's,11,15.34,5.33,8.5,[6754722.76 6415245.84 7176268.32],"[7343171.665276599, 7343171.665276599, 7343171.665276599]",8.71,2.33,14.46
1170,Central Valley Network Clinics,Holt Winter's,12,21.43,7.24,5,[6415245.84 7176268.32 7353318.79],"[7126710.8409809815, 7122361.757716957, 7120704.163209578]",11.09,3.16,0.75
1171,Central Valley Network Clinics,PROPHET,1,15.5,30.24,19.56,[7167033.68 6798078.26 7298027.02],"[3432365.416225479, 7105600.029587448, 7447483.633432329]",52.11,2.05,4.52
1172,Central Valley Network Clinics,PROPHET,2,15.89,17.49,2.68,[6798078.26 7298027.02 7093871.14],"[6803633.026235258, 7700230.784689842, 6920734.5776403155]",0.08,2.44,5.51
1173,Central Valley Network Clinics,PROPHET,3,15.83,28.55,18.82,[7298027.02 7093871.14 7013743.8 ],"[7054778.426293105, 3340343.1088614473, 6998584.080164997]",3.33,0.22,52.91
1174,Central Valley Network Clinics,PROPHET,4,15.02,19.92,8.52,[7093871.14 7013743.8  6570483.24],"[6603137.752167443, 6338798.827260983, 7162992.783742808]",6.92,9.02,9.62
1175,Central Valley Network Clinics,PROPHET,5,14.67,2.15,22.32,[7013743.8  6570483.24 6950974.75],"[2841823.3913743133, 6532971.227880637, 6470075.233613377]",59.48,6.92,0.57
1176,Central Valley Network Clinics,PROPHET,6,12.71,19.61,6.41,[6570483.24 6950974.75 7526376.66],"[6923936.96282164, 7601676.698125263, 7189383.822996477]",5.38,4.48,9.36
1177,Central Valley Network Clinics,PROPHET,7,19.75,14.84,42.62,[6950974.75 7526376.66 6973724.89],"[12481119.227695059, 5350185.689341242, 5620920.465433778]",79.56,19.4,28.91
1178,Central Valley Network Clinics,PROPHET,8,22.34,35.17,45.42,[7526376.66 6973724.89 8062449.32],"[-117759.03487612885, 5682476.979249467, 6758130.910011965]",101.56,16.18,18.52
1179,Central Valley Network Clinics,PROPHET,9,24.36,51.68,18.04,[6973724.89 8062449.32 6754722.76],"[5852069.329599338, 5651474.276740599, 7303397.2864698265]",16.08,8.12,29.9
1180,Central Valley Network Clinics,PROPHET,10,27.48,47.33,22.5,[8062449.32 6754722.76 6415245.84],"[3409399.9563029385, 6847569.448912799, 6954642.364088029]",57.71,8.41,1.37
1181,Central Valley Network Clinics,PROPHET,11,27.31,64.95,9.07,[6754722.76 6415245.84 7176268.32],"[7273655.566879975, 7592015.167937708, 7260771.454591302]",7.68,1.18,18.34
1182,Central Valley Network Clinics,PROPHET,12,26.72,13.49,9.5,[6415245.84 7176268.32 7353318.79],"[7511211.680454756, 7620744.110077592, 7737894.146578287]",17.08,5.23,6.19
1183,Feather River Clinics,SARIMA,1,10.38,40.81,29.25,[2667315.62 2774458.37 2504244.3 ],"[3613930.734199211, 2286839.447379947, 3372844.135360278]",35.49,34.69,17.58
1184,Feather River Clinics,SARIMA,2,11.95,16.15,12.52,[2774458.37 2504244.3  2315646.14],"[2605326.596110144, 3202673.5837492878, 2398138.3966570506]",6.1,3.56,27.89
1185,Feather River Clinics,SARIMA,3,12.76,12.08,43.55,[2504244.3  2315646.14 7722185.75],"[3335520.536244075, 2997851.426982036, 2472277.6517559467]",33.19,67.98,29.46
1186,Feather River Clinics,SARIMA,4,13.29,16.02,78.99,[ 2315646.14  7722185.75 -3392416.65],"[2215873.3431153083, 2266013.270614539, 2103228.6243797997]",4.31,162,70.66
1187,Feather River Clinics,SARIMA,5,12.39,7.83,94.97,[ 7722185.75 -3392416.65  2032897.92],"[1466485.4100552287, 1688082.9270076335, 932481.9283647116]",81.01,54.13,149.76
1188,Feather River Clinics,SARIMA,6,13.46,48.69,220.67,[-3392416.65  2032897.92  2102285.83],"[6054798.426385225, 5120306.697085972, 6972544.427370635]",278.48,231.66,151.87
1189,Feather River Clinics,SARIMA,7,13.44,74.47,96.57,[2032897.92 2102285.83 2206285.76],"[3477720.317956187, 631129.3139591556, -1073259.8906577693]",71.07,148.65,69.98
1190,Feather River Clinics,SARIMA,8,13.62,90.84,109.37,[2102285.83 2206285.76 2100307.27],"[3695397.269918089, -1756389.183799864, 572952.7656521931]",75.78,72.72,179.61
1191,Feather River Clinics,SARIMA,9,17.12,184.88,61.48,[2206285.76 2100307.27 2752473.21],"[455078.76190235344, 895212.515972573, 1439863.4834832654]",79.37,47.69,57.38
1192,Feather River Clinics,SARIMA,10,27.42,15.64,20.65,[2100307.27 2752473.21 2221537.47],"[1975387.817489668, 1872668.3812187533, 1687337.1495052464]",5.95,24.05,31.96
1193,Feather River Clinics,SARIMAX,1,9.08,33.76,33.61,[2667315.62 2774458.37 2504244.3 ],"[3072489.029828937, 3669521.1040766696, 1167822.0513106573]",15.19,53.37,32.26
1194,Feather River Clinics,SARIMAX,2,8.37,17.89,6.35,[2774458.37 2504244.3  2315646.14],"[2839325.9683187725, 2834070.659403627, 2233605.125973466]",2.34,3.54,13.17
1195,Feather River Clinics,SARIMAX,3,10.64,11.15,45.19,[2504244.3  2315646.14 7722185.75],"[1828075.149977699, 1785942.364817125, 1104675.7381691046]",27,85.69,22.87
1196,Feather River Clinics,SARIMAX,4,10.35,14.35,90.3,[ 2315646.14  7722185.75 -3392416.65],"[2563274.271956538, 2038426.27402659, 2938279.778222073]",10.69,186.61,73.6
1197,Feather River Clinics,SARIMAX,5,10.58,4.14,83.12,[ 7722185.75 -3392416.65  2032897.92],"[1843250.3971820842, 1640577.743628569, 1527234.6622017396]",76.13,24.87,148.36
1198,Feather River Clinics,SARIMAX,6,10.33,33.56,264.14,[-3392416.65  2032897.92  2102285.83],"[7119228.477583343, 6616910.392811731, 7506709.928546809]",309.86,257.07,225.49
1199,Feather River Clinics,SARIMAX,7,10.56,88.04,53.4,[2032897.92 2102285.83 2206285.76],"[541676.7287636349, 1429127.6983093445, 996401.8845073566]",73.35,54.84,32.02
1200,Feather River Clinics,SARIMAX,8,11.78,86.15,33.72,[2102285.83 2206285.76 2100307.27],"[2767103.957196839, 1992486.1116631448, 843473.5114302511]",31.62,59.84,9.69
1201,Feather River Clinics,SARIMAX,9,22.55,82.99,78.63,[2206285.76 2100307.27 2752473.21],"[-239567.26560141463, 1026351.111073363, 4786336.69960958]",110.86,73.89,51.13
1202,Feather River Clinics,SARIMAX,10,28.57,50.59,40.04,[2100307.27 2752473.21 2221537.47],"[1468549.6412608216, 2986673.694889584, 410599.439768017]",30.08,81.52,8.51
1203,Feather River Clinics,TBATS,1,11.89,164.38,3.65,[2667315.62 2774458.37 2504244.3 ],"[2681593.1482072887, 2681593.1482072887, 2681593.1482072887]",0.54,7.08,3.35
1204,Feather River Clinics,TBATS,2,16.82,16.02,32.09,[2774458.37 2504244.3  2315646.14],"[1738882.2585798036, 1709397.7226554186, 1685534.3871062559]",37.33,27.21,31.74
1205,Feather River Clinics,TBATS,3,16.91,7.91,30.53,[2504244.3  2315646.14 7722185.75],"[2730698.926587274, 2730698.926587274, 2730698.926587274]",9.04,64.64,17.92
1206,Feather River Clinics,TBATS,4,16.8,5.58,83.08,[ 2315646.14  7722185.75 -3392416.65],"[2524731.3968381733, 2489739.845620207, 2458312.548605407]",9.03,172.46,67.76
1207,Feather River Clinics,TBATS,5,17.01,8.46,86.47,[ 7722185.75 -3392416.65  2032897.92],"[2425481.5379153774, 2425481.5379153774, 2425481.5379153774]",68.59,19.31,171.5
1208,Feather River Clinics,TBATS,6,16.95,26.6,220.47,[-3392416.65  2032897.92  2102285.83],"[5433891.288599581, 5993635.674164527, 6441467.132448603]",260.18,206.4,194.83
1209,Feather River Clinics,TBATS,7,16.98,83.34,77.19,[2032897.92 2102285.83 2206285.76],"[905612.7244698383, 469796.16276080534, 33979.601067427255]",55.45,98.46,77.65
1210,Feather River Clinics,TBATS,8,17.12,79.59,74.81,[2102285.83 2206285.76 2100307.27],"[886064.2297905278, 537012.7823153151, 190939.0775642949]",57.85,90.91,75.66
1211,Feather River Clinics,TBATS,9,18.58,196.15,13.22,[2206285.76 2100307.27 2752473.21],"[2013971.5339130966, 2013971.5339130966, 2013971.5339130966]",8.72,26.83,4.11
1212,Feather River Clinics,TBATS,10,26.9,7.9,10.84,[2100307.27 2752473.21 2221537.47],"[2074279.8630487302, 2074279.8630487302, 2074279.8630487302]",1.24,6.63,24.64
